Month,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,,
2016-01,0,0,0,0,0,0,0,0,8,0,0,197,0,0,0,436,0,86,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,11424,1896
2016-02,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,49,0,0,0,18,70,0,9,0,0,0,82,0,0,0,0,0,228,3073,0,0,19196,1442
2016-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,506,0,0,0,0,0,0,0,0,0,30,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,226,0,0,0,8,0,0,0,0,0,0,2786,0,0,0,0,0,0,1013,0,0,32209,2177
2016-04,0,0,0,0,0,0,0,0,0,0,0,179,0,0,47,0,67,699,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,1195,0,0,0,0,57,0,0,200,1011,0,0,2014,0,1187,0,0,0,0,0,32,0,0,0,0,0,4274,1336,0,0,25349,1614
2016-05,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,298,616,0,0,0,0,0,0,0,0,526,747,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,89,127,0,0,520,67,0,0,0,0,6,0,0,0,0,0,0,0,1172,621,0,0,71612,6257
2016-06,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,206,0,0,0,0,0,0,0,0,0,0,0,1718,0,0,0,0,0,20,0,0,0,0,0,0,0,44,0,0,0,28183,2002
2016-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1891,0,0,0,0,0,0,0,0,0,83,0,186,389,0,0,0,0,0,0,0,0,0,0,3668,0,12,0,0,0,0,0,183,0,0,0,0,0,1561,0,0,0,0,0,1266,182,0,0,18623,216
2016-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,163,0,0,0,0,0,273,0,0,0,28,19,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,799,0,0,0,59,0,0,0,0,0,0,8057,0,0,0,0,0,4001,1999,0,0,31491,1237
2016-09,0,0,0,0,0,0,0,0,14,0,498,69,0,0,0,0,158,1177,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,101,715,0,0,0,0,0,0,107,0,0,0,0,0,1029,1386,0,0,22097,140
2016-10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,102,0,88,365,0,0,0,0,0,0,0,0,857,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,4,0,0,0,0,0,561,0,0,0,0,0,0,206,0,0,32975,4583
2016-11,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,514,1231,0,0,0,0,0,8462,0,0,0,0,0,0,89,0,0,87457,399
2016-12,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,331,445,0,0,0,6,0,59,0,0,0,785,0,0,0,0,8,0,0,0,0,0,0,0,91,0,0,36,176,0,0,66,0,153,0,0,0,0,0,635,0,0,0,0,0,2717,4286,0,0,36688,1113
2017-01,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,332,63,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,1528,0,154,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,6,0,10066,0,0,0,5,0,28,1980,0,0,25810,4920
2017-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,95,0,0,0,225,0,0,0,0,0,151,0,174,0,0,0,683,0,371,0,0,0,0,0,0,0,28,0,0,0,0,0,13,0,0,0,0,0,3461,0,0,0,46,0,463,3717,0,0,75393,26276
2017-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,924,0,0,0,0,0,130,0,0,0,0,0,0,0,0,4,2954,0,0,0,0,0,0,0,0,0,333,82,0,0,0,0,0,1642,0,0,0,0,7659,0,0,0,0,0,1005,3354,0,0,60062,31628
2017-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,1316,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,77,0,0,0,0,352,0,0,0,626,0,538,263,0,0,36388,1165
2017-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,573,890,0,0,0,0,0,5,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,72,0,0,0,373,0,0,0,0,0,0,1853,0,0,0,0,0,510,1447,0,0,37505,4309
2017-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,49,0,0,0,0,0,0,0,0,0,64,0,0,1086,0,0,503,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,1055,0,500,0,0,0,400,2113,0,0,37698,1959
2017-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,36,0,0,0,0,0,0,0,0,748,0,0,157,0,0,0,175,0,0,0,0,0,0,0,0,0,1402,1534,0,0,0,0,0,0,0,0,0,0,3095,0,0,0,28,0,908,1919,0,0,15708,1432
2017-08,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,529,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,28,0,0,0,0,0,0,0,0,0,0,6558,0,503,0,4,0,646,3506,0,0,20808,2963
2017-09,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,168,657,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,160,0,0,0,0,0,0,13,0,0,220,37,0,0,0,0,0,0,0,0,0,0,5616,0,0,0,198,0,3381,289,0,0,25511,3820
2017-10,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,194,235,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,2733,0,0,0,33,0,1794,359,0,0,26198,12198
2017-11,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,4506,462,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,741,0,0,0,0,0,0,5566,0,0,0,0,0,1767,1898,0,0,18245,5252
2017-12,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,9819,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,724,0,0,0,0,0,0,1838,0,0,0,327,282,406,545,0,0,50448,3348
2018-01,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,2094,2830,0,0,31201,2396
2018-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,40,90,0,0,0,0,0,0,0,0,0,0,2105,0,0,0,4070,68,3653,1617,0,0,40338,9199
2018-03,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,274,0,0,0,0,3095,0,0,0,1933,128,2489,5162,0,0,38011,8664
2018-04,288,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,81,726,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,329,0,0,0,448,0,0,0,0,0,4,22,0,0,0,74,5,0,0,0,0,0,1191,0,0,33,356,0,7238,13110,12,0,40254,2108
2018-05,124,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,530,0,0,237,0,1548,259,103,0,695,0,63,0,156,0,0,0,0,1276,0,0,0,41,0,1244,4205,0,41,72221,7042
2018-06,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,274,99,157,0,0,0,59,0,0,373,0,0,0,2778,0,0,0,86,0,3373,543,349,131,28119,3970
2018-07,902,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,12691,0,0,0,129,186,0,0,0,0,0,0,0,1,2250,0,0,63,328,0,0,0,0,0,0,0,0,242,1,0,0,0,1,0,0,0,0,0,0,2361,0,0,0,0,0,2165,49,551,6,42388,2534
2018-08,182595,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,68120,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,28,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3222,0,0,0,0,75,6213,1443,0,72,45692,10226
2018-09,4881,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1072,234,0,0,0,0,0,0,0,0,0,0,304,63,171,0,0,452,327,0,0,0,630,0,770,0,696,0,2,0,0,0,74031,0,0,0,0,0,0,6513,0,0,0,906,0,1091,417,0,241,225785,7605
2018-10,11523,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,3346,0,0,0,0,0,0,0,0,0,0,0,420,0,16,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,158,1738,0,0,0,0,0,0,2132,0,0,0,447,0,582,995,221,50,35448,12719
2018-11,2391,0,0,0,0,0,0,0,0,0,0,0,0,85,113,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,464,0,157,0,0,2,5306,2912,650,1816,51191,11307
2018-12,708,0,1268,0,0,0,0,0,0,0,0,0,0,11,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,843,0,450,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4112,0,0,0,11,14,499,687,726,248,21510,2109
2019-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3315,35,0,0,0,0,0,0,69,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,149,79,0,0,0,547,0,2,0,8,129,3875,326,966,64,47308,5010
2019-02,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,563,0,1149,142,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21523,0,0,0,0,265,236,4951,4176,118,50523,4919
2019-03,0,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,646,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,251,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3740,0,0,0,2791,28,1400,1656,0,560,44534,34244
2019-04,6207,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,156,0,0,0,0,0,0,2208,0,0,0,1113,319,8,797,1336,4060,37963,10078
2019-05,1185,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,68,0,0,0,0,15,0,0,0,0,0,0,3086,0,0,0,294,0,956,1202,498,35,23876,4693
2019-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
